điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,địa điểm,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng
7.5,6.5,6.5,6.0,4.5,1 ngõ 37 dịch vọng quận cầu giấy hà nội,07:30,22:30,15.000đ - 30.000đ,2,0,0,2,0,nuoc-ep-hoa-qua-nguyen-chat
7.4,7.0,6.9,6.9,6.6,52 54 hàng bồ quận hoàn kiếm hà nội,10:30,22:30,30.000đ - 35.000đ,16,0,11,4,1,nuoc-ep-trai-cay-nguyen-chat
7.2,7.0,6.8,6.6,6.1,hàng vải quận hoàn kiếm hà nội,08:00,22:30,13.000đ - 15.000đ,98,4,49,38,7,nuoc-mia-tran-chau-hang-vai
7.5,7.1,6.9,6.7,6.1,28 lương định của c11 tập thể kim liên quận đống đa hà nội,07:30,22:30,1.000đ - 0.000đ,10,0,8,0,2,o-ly-luon-nghe-an
8.0,8.0,8.0,8.0,7.0,18 b7 phạm ngọc thạch quận đống đa hà nội,07:30,22:00,20.000đ - 220.000đ,1,0,1,0,0,hong-lam-pham-ngoc-thach
8.0,7.3,7.3,7.3,7.0,367a trường chinh quận đống đa hà nội,07:30,22:00,20.000đ - 220.000đ,3,0,2,1,0,hong-lam-truong-chinh
7.2,6.9,6.8,6.6,6.5,21 25 tuệ tĩnh quận hai bà trưng hà nội,07:00,21:30,35.000đ - 65.000đ,30,1,19,4,6,o-xuan-bun-bo-hue-nem-lui
7.4,7.1,7.0,6.1,5.7,176 178 ông ích khiêm p tam thuận quận thanh khê đà nẵng,16:00,21:00,35.000đ - 100.000đ,82,1,49,22,9,oc-cay-ha-noi-ong-ich-khiem
8.4,8.1,7.3,6.9,6.7,115 nguyễn đình thi quận tây hồ hà nội,07:30,23:00,20.000đ - 50.000đ,15,2,8,4,1,october-studio-coffee
7.7,7.3,7.1,6.3,6.2,77a phương mai quận đống đa hà nội,07:00,22:00,10.000đ - 250.000đ,20,1,9,10,0,paolo-bakery-phuong-mai
7.2,7.1,7.1,7.0,6.6,106 a6 trần huy liệu quận ba đình hà nội,09:00,21:00,39.000đ - 45.000đ,45,6,24,11,4,t-a-d-salad-bar
7.9,7.6,7.3,6.8,6.6,tầng 1tầng 1 b004 the manor mễ trì quận nam từ liêm hà nội,10:00,23:00,30.000đ - 150.000đ,145,9,103,24,9,papa-s-chicken-pizza-the-manor
6.9,6.9,6.8,6.4,5.8, 34 hàng than quận ba đình hà nội,07:00,17:00,35.000đ - 55.000đ,165,4,92,47,22,tuyet-bun-cha-34
8.1,8.0,7.8,7.2,6.6,6 phan chu trinh quận hoàn kiếm hà nội,07:00,23:00,100.000đ - 440.000đ,49,3,38,7,1,paris-deli-phan-chu-trinh
8.0,7.8,7.3,7.1,6.5,tầng 1 c4 giảng võ ba đình quận ba đình hà nội,06:30,23:15,10.000đ - 450.000đ,175,8,123,37,6,paris-gateaux-giang-vo
8.1,7.8,7.7,7.2,7.0,35 nguyễn chí thanh quận đống đa hà nội,09:00,21:00,50.000đ - 400.000đ,32,1,27,4,0,paris-gateaux-nguyen-chi-thanh
7.6,7.4,7.2,6.9,6.4,13 bà triệu quận hoàn kiếm hà nội,06:30,23:00,10.000đ - 100.000đ,42,2,24,13,3,pate-ong-cuong-pham-ngoc-thach
8.7,8.3,7.8,7.0,5.1,492 bạch mai quận hai bà trưng hà nội,11:00,20:30,30.000đ - 220.000đ,10,0,8,2,0,pepperonis-restaurant-bach-mai
7.1,7.1,7.0,6.9,6.5,37 trần đăng ninh quận cầu giấy hà nội,11:30,21:30,30.000đ - 220.000đ,64,2,36,22,4,pepperonis-restaurant-tran-dang-ninh
7.8,7.7,7.7,7.3,6.8,26 ngõ 36 nguyễn viết xuân quận thanh xuân hà nội,08:00,22:30,25.000đ - 60.000đ,6,0,5,1,0,pham-s-coffee-nguyen-viet-xuan
7.4,6.7,6.6,6.6,6.4,7 đào duy anh quận đống đa hà nội,11:00,23:00,50.000đ - 250.000đ,118,4,68,32,14,phan-lau-cac-mon
7.7,7.2,7.1,7.1,7.1,485 nguyễn văn cừ quận long biên hà nội,11:00,23:00,100.000đ - 250.000đ,34,3,22,8,0,phan-lau-cac-mon-nguyen-van-cu
7.9,7.6,7.6,7.5,6.8,157 cổ nhuế quận bắc từ liêm hà nội,05:00,22:00,25.000đ - 65.000đ,8,2,3,2,1,pho-10-ha-noi-xua-co-nhue
9.3,8.7,8.0,7.3,6.3,48 hàng đồng quận hoàn kiếm hà nội,06:00,23:00,20.000đ - 55.000đ,3,1,2,0,0,pho-bo-48-hang-dong
5.0,5.0,5.0,5.0,5.0,90 cầu diễn quận bắc từ liêm hà nội,10:00,23:59,25.000đ - 50.000đ,1,0,0,1,0,pho-cac-loai-com-binh-dan
9.0,8.0,8.0,8.0,7.0,68 trần hưng đạo tp thái bình thái bình,08:00,22:00,30.000đ - 50.000đ,1,0,1,0,0,pho-chat-ha-noi
7.1,7.0,6.5,6.3,5.9,206 khâm thiên quận đống đa hà nội,09:00,23:59,40.000đ - 66.000đ,79,0,42,31,6,pho-chien-gion-kham-thien
8.0,7.8,7.8,7.5,7.0,3 hòe nhai quận ba đình hà nội,07:00,20:00,25.000đ - 40.000đ,6,1,5,0,0,pho-chua-ngot-bun-bo-mien-tron
7.4,7.3,7.3,7.1,6.9,182 nguyễn tuân quận thanh xuân hà nội,05:00,22:30,40.000đ - 110.000đ,14,0,13,0,1,pho-co-nguyen-tuan
8.6,8.1,8.0,8.0,7.8,180 huỳnh ngọc huệ quận thanh khê đà nẵng,17:00,22:00,6.000đ - 119.000đ,21,9,7,3,2,pho-co-ha-noi-huynh-ngoc-hue
7.5,7.4,7.4,7.0,6.9,154 trần nhân tông quận sơn trà đà nẵng,17:00,22:00,6.000đ - 119.000đ,18,6,6,3,3,pho-co-ha-noi-khuc-hao
8.1,8.0,7.8,7.3,7.3,269 nguyễn tri phương quận thanh khê đà nẵng,16:30,22:30,6.000đ - 119.000đ,33,5,22,3,3,pho-co-ha-noi-le-dinh-ly
7.7,7.5,7.4,6.9,6.7,43 ngô thì nhậm quận liên chiểu đà nẵng,17:00,22:00,6.000đ - 119.000đ,61,6,37,9,9,pho-co-ha-noi-ngo-thi-nham
7.7,7.7,7.5,7.2,7.0,61 ông ích đường quận cẩm lệ đà nẵng,17:00,22:00,6.000đ - 119.000đ,47,10,22,13,2,pho-co-ha-noi-ong-ich-duong
8.3,8.0,7.9,7.9,7.8,22 phan thành tài quận hải châu đà nẵng,17:00,22:00,6.000đ - 119.000đ,20,5,11,4,0,pho-co-ha-noi-phan-thanh-tai
7.7,7.0,7.0,6.9,6.4,26 nguyễn khắc hiếu quận ba đình hà nội,09:00,23:00,20.000đ - 55.000đ,42,0,28,11,3,pho-cuon-hung-ben-nguyen-khac-hieu
6.9,6.6,6.5,6.5,6.4,40 ngũ xá quận ba đình hà nội,07:00,22:00,20.000đ - 55.000đ,35,2,20,7,6,pho-cuon-vinh-phong
8.1,8.0,8.0,8.0,7.7,21 chùa láng quận đống đa hà nội,09:00,22:30,10.000đ - 30.000đ,99,22,59,15,3,pho-de-tao-pho-gay-thuong-nho
7.5,7.2,7.2,7.0,6.8,a11 d5 đồng bông p dịch vọng quận cầu giấy hà nội,09:00,22:00,25.000đ - 39.000đ,33,0,24,9,0,pho-dinh-3-dong-bong
8.0,7.5,7.5,7.5,7.5,8 nguyễn chí thanh quận ba đình hà nội,06:00,22:00,20.000đ - 150.000đ,2,0,2,0,0,pho-ga-ta-bun-mien-ngan-nguyen-chi-thanh
10.0,10.0,10.0,10.0,5.0,15a trần nhật duật tp long xuyên an giang,07:00,22:00,15.000đ - 33.000đ,1,1,0,0,0,pho-ha-noi
8.0,8.0,8.0,8.0,8.0,thị trấn chi lăng tịnh biên an giang,,,20.000đ - 30.000đ,1,0,1,0,0,pho-ha-noi-chi-lang
9.0,8.0,8.0,7.0,7.0,264 tôn đức thắng p phú thủy tp phan thiết bình thuận,07:00,21:30,25.000đ - 39.000đ,1,0,1,0,0,pho-ha-noi-ton-duc-thang
7.4,6.7,6.4,5.9,5.8,65 lãn ông quận hoàn kiếm hà nội,18:00,23:00,20.000đ - 55.000đ,83,0,37,34,12,pho-tron-pho-lan-ong
8.0,7.0,7.0,6.0,5.0,15 hoàng diệu p vĩnh nguyên tp nha trang khánh hoà,07:00,21:00,35.000đ - 50.000đ,1,0,0,1,0,pho-huyen-gia-truyen-ha-noi
7.0,7.0,6.0,6.0,5.0,21 kiều mai quận bắc từ liêm hà nội,06:00,22:00,30.000đ - 60.000đ,1,0,0,1,0,pho-kcc-kieu-mai
6.8,6.4,6.1,5.8,5.7,112b4 tôn thất tùng quận đống đa hà nội,06:00,22:00,30.000đ - 60.000đ,11,0,4,6,1,pho-kcc-ton-that-tung
7.9,7.9,7.6,7.3,7.0,đại lộ vi lê nin xã nghi phú tp vinh nghệ an,05:00,10:00,30.000đ - 40.000đ,7,0,7,0,0,pho-khoa-pho-ha-noi
7.5,7.0,7.0,6.5,6.5,2 kim hoa quận đống đa hà nội,07:00,22:00,20.000đ - 55.000đ,2,0,1,1,0,pho-long-kim-hoa
8.1,7.8,7.6,6.9,6.2,53d hàng bài p hàng bài quận hoàn kiếm hà nội,07:00,22:00,40.000đ - 100.000đ,38,0,29,9,0,pho-ong-hung-hang-bai
8.7,8.3,8.1,8.0,7.6,chung cư ct4 đường a2 kđt vĩnh điềm trung tp nha trang khánh hoà,06:00,22:00,25.000đ - 40.000đ,7,0,7,0,0,pho-pho-co-ha-noi
7.5,7.5,7.0,7.0,6.5,15 nguyễn thị định quận cầu giấy hà nội,05:30,23:00,25.000đ - 55.000đ,2,0,2,0,0,pho-quang-bun-cha-pho-bo
8.0,8.0,7.0,7.0,5.0,370 mai hắc đế tp buôn ma thuột đắk lắk,07:00,22:00,20.000đ - 40.000đ,1,0,1,0,0,pho-so-1-ha-noi
7.2,6.9,6.8,6.6,6.6,277 phúc tân quận hoàn kiếm hà nội,00:01,23:59,20.000đ - 55.000đ,13,1,9,1,2,pho-tung-com-rang-mi-xao-gion
7.3,7.2,7.0,6.7,6.2,32 bát đàn quận hoàn kiếm hà nội,11:00,22:00,40.000đ - 77.000đ,24,0,15,6,3,pho-xao-32-bat-dan
8.1,7.4,7.3,6.8,6.1,45b bát đàn quận hoàn kiếm hà nội,08:00,23:00,30.000đ - 66.000đ,34,0,28,4,2,pho-xao-phu-my-bat-dan
8.5,8.0,8.0,7.1,6.8, 509 thụy khuê quận ba đình hà nội,06:00,22:00,10.000đ - 20.000đ,19,1,16,1,1,phong-phu-sua-ngo-nguyen-chat-banh-bao
8.0,8.0,8.0,8.0,8.0,37a đường thành quận hoàn kiếm hà nội,07:00,22:30,15.000đ - 45.000đ,2,0,2,0,0,photo-coffee-duong-thanh
7.0,6.6,6.6,6.4,6.2,21 ngõ 7 đường 195 p văn quán quận hà đông hà nội,09:00,23:00,30.000đ - 250.000đ,5,0,2,2,1,phu-hung-lau-duoi-bo-bo-nhung-giam
7.3,7.0,6.5,6.4,6.3,8 ngõ hàng bột quận đống đa hà nội,10:00,23:00,20.000đ - 400.000đ,19,0,11,5,3,phui-quan-lau-nuong-ngo-hang-bot
7.5,7.4,7.4,7.3,7.1,17a nguyễn đình chiểu quận hai bà trưng hà nội,10:00,22:00,100.000đ - 300.000đ,51,2,36,11,2,phui-quan-phan-boi-chau
7.5,7.2,7.2,7.1,6.3,210 kim giang quận thanh xuân hà nội,15:00,23:30,15.000đ - 55.000đ,19,1,12,5,1,phuong-oc-hai-san
7.8,7.5,7.3,7.3,6.5,630 trường chinh quận đống đa hà nội,17:00,23:59,30.000đ - 50.000đ,24,4,15,3,2,phuong-nhi-xoi-chao-ga-tan
8.6,8.4,8.1,8.1,7.4,155 nguyễn hoàng tôn quận tây hồ hà nội,10:30,22:00,50.000đ - 165.000đ,7,3,2,1,1,pizza-123-nguyen-hoang-ton
8.7,8.3,8.0,7.3,7.0,nhà 8a lk6a tt bộ công an làng việt kiều châu âu quận hà đông hà nội,08:00,22:00,130.000đ - 160.000đ,3,0,3,0,0,pizza-cocktail
7.3,7.0,7.0,6.8,6.5,258a đặng tiến đông quận đống đa hà nội,10:00,21:30,35.000đ - 240.000đ,128,19,71,19,19,pizza-family-kham-thien
7.6,7.4,7.1,6.8,6.4,tầng 1tầng 1 iph 239 xuân thủy quận cầu giấy hà nội,07:00,22:00,40.000đ - 165.000đ,158,2,100,49,7,pizza-hut-iph-xuan-thuy
7.5,7.3,7.0,7.0,6.7,tầng hầm 2b2 royal city 72a nguyễn trãi quận thanh xuân hà nội,10:00,22:00,50.000đ - 200.000đ,63,6,34,21,2,pizza-hut-royal-city
7.8,7.5,7.3,7.3,6.7,tầng 5 vincom bà triệu 191 bà triệu quận hai bà trưng hà nội,10:00,21:30,60.000đ - 220.000đ,101,1,76,21,3,pizza-hut-vincom-ba-trieu
8.7,8.7,7.7,6.8,5.7,56 ngõ 97 phạm ngọc thạch quận đống đa hà nội,09:00,21:00,50.000đ - 160.000đ,6,0,6,0,0,pizza-low-carb-shop-online
7.1,6.4,6.3,6.1,5.9,38 lê văn lương quận cầu giấy hà nội,09:00,22:00,50.000đ - 350.000đ,104,2,52,25,25,pizza-ong-tay-le-van-luong
5.9,5.2,5.1,5.1,4.5,3 tô hiệu quận cầu giấy hà nội,08:30,22:00,50.000đ - 100.000đ,11,0,4,3,4,pizzinio-pizza-tran-quoc-hoan
8.2,8.1,7.9,7.3,7.2,10 hàng mành quận hoàn kiếm hà nội,09:00,23:00,150.000đ - 1.000.000đ,18,5,11,1,1,p-k-spice-restaurant
6.8,6.2,6.2,6.2,5.8,8 kim mã quận ba đình hà nội,10:30,22:00,50.000đ - 100.000đ,17,1,9,4,3,via-he-quan-mon-ngon-duong-pho
7.8,7.6,7.5,7.2,6.9,2 ngõ 26 nguyên hồng quận đống đa hà nội,09:00,21:00,15.000đ - 30.000đ,67,2,56,9,0,poto-ba-dao-tao-pho-online
7.9,7.5,7.4,7.3,7.2,7 lô 14b trung yên quận cầu giấy hà nội,10:00,23:00,140.000đ - 160.000đ,17,1,13,2,1,qq-hot-lau-dai-loan
7.9,7.6,7.5,6.4,6.2,22 ngõ 31 xuân diệu quận tây hồ hà nội,09:00,18:00,20.000đ - 50.000đ,121,4,78,34,5,q-tea-shop-online
7.8,7.8,7.4,7.2,6.6,9 ngách 22 ngõ 399 ngọc lâm quận long biên hà nội,15:00,23:59,15.000đ - 50.000đ,25,1,18,5,1,qua-vat-mai-hac-de
7.1,7.0,6.9,6.6,6.6,105a b9 tô hiệu quận cầu giấy hà nội,07:00,21:00,10.000đ - 30.000đ,115,14,51,36,14,qua-vat-kitty-snack
7.3,7.2,7.1,6.5,6.1,149 lò đúc quận hai bà trưng hà nội,09:00,22:30,10.000đ - 100.000đ,107,6,56,36,9,quan-20-chan-ga-rang-muoi
7.3,7.3,7.1,6.6,6.5,39 thái hà quận đống đa hà nội,08:30,21:30,50.000đ - 165.000đ,13,0,9,3,1,ga-que
7.9,7.7,7.7,7.1,6.6,112 d6 giảng võ quận ba đình hà nội,10:00,23:00,20.000đ - 250.000đ,44,0,40,2,2,quan-688-am-thuc-que-huong
7.7,7.2,6.9,6.8,6.1,54 hàng chiếu quận hoàn kiếm hà nội,07:00,23:00,45.000đ - 55.000đ,54,2,34,15,3,binh-tay
7.5,7.1,7.1,6.8,5.8,tầng hầm 2b2 royal city 72a nguyễn trãi quận thanh xuân hà nội,09:30,22:00,100.000đ - 132.000đ,72,2,45,19,6,quan-an-ngon-royal-city
8.4,8.3,8.0,6.9,6.6,p7 dãy a11 ngõ 215 trần quốc hoàn quận cầu giấy hà nội,07:30,22:30,20.000đ - 30.000đ,7,1,4,1,1,quan-bun-ngon-bun-com-rang
7.3,7.1,6.6,6.3,6.3,29 tống duy tân quận hoàn kiếm hà nội,09:00,23:59,50.000đ - 110.000đ,59,1,36,16,6,ga-tan-cay-si-tong-duy-tan
7.3,6.5,6.3,6.0,5.7,121 ô chợ dừa mới 156 ô chợ dừa cũ quận đống đa hà nội,08:00,22:00,50.000đ - 100.000đ,45,2,15,22,6,quan-choen-pho-cuon-ngu-sac-o-cho-dua
7.6,7.4,6.8,6.8,6.2,c5 tt kim liên quận đống đa hà nội,08:00,19:00,12.000đ - 30.000đ,11,0,5,6,0,quan-co-cham-tap-the-kim-lien
10.0,10.0,10.0,9.0,6.0,39 trần nhân tông tt liên nghĩa đức trọng lâm đồng,07:00,21:00,20.000đ - 35.000đ,1,1,0,0,0,quan-dung-bun-cha-ha-noi
7.3,7.2,7.1,6.5,6.1,52 lý quốc sư quận hoàn kiếm hà nội,09:00,16:00,7.000đ - 17.000đ,156,4,85,57,10,banh-goi-ly-quoc-su
7.6,6.6,6.4,6.4,6.0,115 d1 trung tự quận đống đa hà nội,07:00,22:00,15.000đ - 30.000đ,5,0,1,4,0,quan-khach-cafe
7.0,7.0,7.0,6.0,6.0,ngõ 70 lương văn tuỵ tp ninh bình ninh bình,07:00,11:00,25.000đ - 30.000đ,1,0,0,1,0,quan-huy-bun-cha-ha-noi
7.0,6.9,6.7,6.5,5.9,50 lk6a làng việt kiều châu âu nguyễn văn lộc quận hà đông hà nội,08:00,22:00,30.000đ - 250.000đ,15,0,10,1,4,quan-lang-pho-chua-vit-quay-lang-son
7.6,7.5,7.4,7.2,6.9,phòng 112 5a ngõ 167 tây sơn quận đống đa hà nội,09:00,21:00,20.000đ - 30.000đ,89,6,65,13,5,quan-quen-pho-ga-tron
8.7,8.3,8.1,7.7,7.1,7 ngõ 183 trần đại nghĩa cổng phụ ktx kinh tế quận hai bà trưng hà nội,07:00,22:00,20.000đ - 50.000đ,15,5,8,1,1,quan-thuong-beo-banh-beo-chao-canh-chao-luon-nghe-tinh
8.0,8.0,7.8,7.6,6.8,90 láng hạ quận đống đa hà nội,09:00,22:00,30.000đ - 200.000đ,5,0,5,0,0,quan-toi-lau-ga-lu-bia-tuoi-cac-mon-nhau
8.5,8.0,7.8,7.3,7.0,270 bà triệu quận hoàn kiếm hà nội,07:15,22:30,25.000đ - 40.000đ,4,0,4,0,0,quang-huy-cafe-ba-trieu
7.9,6.8,6.8,6.5,5.8,431 nguyễn khang quận cầu giấy hà nội,07:00,20:00,10.000đ - 20.000đ,95,2,52,32,9,quay-beo-nguyen-khang
8.3,8.0,7.9,7.6,7.3,174 ngọc khánh quận ba đình hà nội,09:00,23:30,35.000đ - 55.000đ,15,1,12,2,0,t-beer-club
7.0,6.8,6.6,6.4,6.0,286 tây sơn quận đống đa hà nội,07:30,22:00,10.000đ - 25.000đ,5,0,2,2,1,queen-banh-mi-hoi-an-tay-son
7.3,7.3,6.9,6.7,6.3,13 hòe nhai quận ba đình hà nội,08:00,22:30,20.000đ - 220.000đ,52,2,32,16,2,queen-bee-bakery-le-dai-hanh
7.2,6.8,6.6,6.4,5.6,81 phương mai quận đống đa hà nội,06:00,21:00,20.000đ - 33.000đ,5,0,3,1,1,quoc-tuan-pho-bo-nam-dinh
7.9,7.8,7.6,7.6,6.2,27 phố huế quận hoàn kiếm hà nội,07:00,22:30,200.000đ - 550.000đ,11,0,8,3,0,quoc-viet-bakery-banh-ngot-phap
7.4,6.9,6.6,6.6,6.1,1 phố huế quận hai bà trưng hà nội,07:00,20:30,30.000đ - 66.000đ,16,0,10,5,1,quynh-nga-bun-cha-nem-cua-be
7.0,6.8,6.8,6.7,6.6,28 ngõ 54 tôn thất tùng quận đống đa hà nội,08:00,21:00,10.000đ - 350.000đ,10,0,9,0,1,rainbow-jelly-cake-banh-thach-rau-cau
8.6,8.5,8.5,8.3,7.3,tầng 2 2b trần thánh tông quận hai bà trưng hà nội,09:00,22:00,10.000đ - 30.000đ,46,10,33,3,0,rand-moroc-coffee
7.8,7.7,7.6,7.6,7.2,2a ngõ 34 nguyên hồng quận đống đa hà nội,07:00,22:30,18.000đ - 35.000đ,11,1,8,2,0,rapture-coffee-nguyen-hong
9.0,8.3,8.0,7.3,4.7,73 thợ nhuộm quận hoàn kiếm hà nội,07:00,18:00,35.000đ - 50.000đ,3,0,2,1,0,real-juice-nuoc-ep-that-cold-press-juice-online
9.9,9.6,9.4,9.0,8.3,94 mã mây quận hoàn kiếm hà nội,07:00,22:30,200.000đ - 600.000đ,7,5,2,0,0,red-bean-restaurant-am-thuc-viet-nam
8.2,7.8,6.8,6.5,4.3,tầng 36 37 lotte center 54 liễu giai quận ba đình hà nội,11:30,22:00,50.000đ - 200.000đ,6,0,2,4,0,red-river-chinese-restaurant-lotte-hotels-resorts-hanoi
7.9,7.8,7.7,7.2,7.2,28 quang trung quận hoàn kiếm hà nội,10:00,19:00,12.000đ - 19.000đ,189,9,147,30,3,jelly-bean
7.9,7.4,7.1,7.0,7.0,27318 đê la thành quận đống đa hà nội,08:00,23:00,25.000đ - 50.000đ,9,0,7,2,0,tre-tea
7.7,7.2,7.1,7.1,6.6,149 triệu việt vương quận hai bà trưng hà nội,08:00,22:00,150.000đ - 500.000đ,123,6,79,30,8,rome-deli-nha-hang-kieu-y
10.0,10.0,10.0,9.0,5.0,đông tác quận đống đa hà nội,09:00,21:45,45.000đ - 600.000đ,1,0,1,0,0,royal-cake-shop-online
7.3,7.3,7.2,6.7,6.6,129 chùa láng quận đống đa hà nội,08:00,22:00,30.000đ - 70.000đ,55,1,36,12,6,royaltea-chua-lang
7.2,6.9,6.8,6.6,6.4,76 đào tấn quận ba đình hà nội,08:00,23:00,25.000đ - 65.000đ,76,10,36,16,14,royaltea-tra-sua-hong-kong-dao-tan
7.4,7.1,6.8,6.4,6.3,165 giảng võ quận đống đa hà nội,08:00,23:00,25.000đ - 65.000đ,122,26,50,17,29,royaltea-tra-sua-hong-kong-giang-vo
6.7,6.1,5.9,5.6,5.5,62 hồ tùng mậu quận cầu giấy hà nội,07:30,22:30,25.000đ - 65.000đ,39,2,13,11,13,royaltea-tra-sua-hong-kong-ho-tung-mau
7.2,6.8,6.7,6.5,6.5,43 phan chu trinh quận hoàn kiếm hà nội,08:00,23:30,30.000đ - 70.000đ,13,2,6,3,2,royaltea-tra-sua-hong-kong-phan-chu-trinh
6.6,6.4,6.2,6.1,6.0,28 tạ quang bửu quận hai bà trưng hà nội,08:00,23:00,30.000đ - 70.000đ,58,11,17,11,19,royaltea-tra-sua-hong-kong-ta-quang-buu
6.4,6.1,5.7,5.5,5.5,g20 khu bồ hoả ngõ 1 đường đối diện số 131 tô hiệu quận hà đông hà nội,07:00,22:30,40.000đ - 60.000đ,12,5,0,1,6,royaltea-tra-sua-hong-kong-to-hieu
7.5,7.0,6.5,6.5,5.8,tầng 1tầng 1 hồ gươm plaza 110 trần phú quận hà đông hà nội,08:00,23:00,25.000đ - 65.000đ,22,2,12,3,5,royaltea-tra-sua-hong-kong-ho-guom-plaza
7.1,6.6,6.3,6.2,5.8,18 ngô quyền quận hoàn kiếm hà nội,07:30,22:30,25.000đ - 65.000đ,28,2,15,5,6,royaltea-tra-sua-hong-kong-ngo-quyen
8.7,8.5,8.2,8.1,7.7,22 bảo khánh quận hoàn kiếm hà nội,09:00,23:59,70.000đ - 250.000đ,44,12,29,2,1,s-l-s-diner-am-thuc-my
8.1,8.0,7.9,7.7,7.1,32c cao bá quát quận ba đình hà nội,10:00,22:30,200.000đ - 650.000đ,202,24,154,21,3,salmonoid-cao-ba-quat
8.0,7.7,7.6,7.0,6.0,68 dương đình nghệ quận cầu giấy hà nội,08:00,22:00,50.000đ - 110.000đ,19,1,11,6,1,sam-won-am-thuc-han-quoc
6.7,6.3,6.3,6.2,5.9,10 ngõ 78 lò đúc quận hai bà trưng hà nội,08:00,22:00,25.000đ - 250.000đ,106,1,56,27,22,sam-s-cake-shop-online
7.6,7.4,7.4,6.8,6.7,81 tuệ tĩnh quận hai bà trưng hà nội,11:00,23:00,50.000đ - 110.000đ,26,0,21,2,3,sanh-quan-mon-ngon-thuan-viet
6.7,5.8,5.8,5.7,5.6,54 hồ tùng mậu quận cầu giấy hà nội,09:30,23:00,17.000đ - 79.000đ,35,0,12,14,9,sasin-mi-cay-7-cap-do-han-quoc-ho-tung-mau
7.0,6.6,6.6,6.5,6.3,75 phạm tuấn tài quận cầu giấy hà nội,09:00,22:00,50.000đ - 100.000đ,108,3,60,31,14,sasin-mi-cay-7-cap-do-han-quoc
8.3,7.9,7.6,7.2,7.2,58 triệu việt vương quận hai bà trưng hà nội,08:00,23:00,100.000đ - 150.000đ,70,1,61,8,0,saturdays-kitchen-hanoi-fastfood-nhat-ban
8.0,7.4,6.9,6.7,6.4,46 phan bội châu quận hoàn kiếm hà nội,10:00,22:00,50.000đ - 150.000đ,14,0,10,3,1,sentosa-am-thuc-a-au
7.8,7.6,6.8,6.8,5.4,16 tập thể ga long biên trần nhật duật quận hoàn kiếm hà nội,09:00,23:00,35.000đ - 60.000đ,38,1,24,8,5,serein-cafe-lounge
7.4,7.2,7.0,7.0,6.6,tầng b2 vincom royal city 72 nguyễn trãi p thượng đình quận thanh xuân hà nội,09:00,22:00,100.000đ - 500.000đ,18,5,6,4,3,shabu-shabu-on-yasai-nha-hang-nhat-ban
8.4,8.2,8.1,7.8,7.6,10 dịch vọng hậu quận cầu giấy hà nội,11:00,22:00,30.000đ - 300.000đ,79,34,34,6,5,shogun-quan-nuong-duong-pho-nhat-ban
8.2,8.2,8.0,7.9,7.7,tầng 5 tttm vincom center 2 phạm ngọc thạch quận đống đa hà nội,10:00,22:00,40.000đ - 600.000đ,140,51,64,16,9,shogun-japanese-street-bbq
7.7,7.6,7.5,6.8,6.6,18 phạm ngọc thạch quận đống đa hà nội,09:00,21:00,5.000đ - 300.000đ,45,2,34,6,3,s-hope-bakery-pham-ngoc-thach
5.7,5.5,5.3,5.0,4.7,19a8 đại học hà nội ngõ 165 lương thế vinh quận thanh xuân hà nội,09:00,22:00,25.000đ - 150.000đ,89,6,16,27,40,simisi-korean-foods-nguyen-trai
7.6,7.6,7.3,7.2,7.1,47 bát đàn quận hoàn kiếm hà nội,09:00,23:59,50.000đ - 300.000đ,33,1,26,5,1,sin-quan-am-thuc-ba-mien
5.8,5.8,5.6,5.4,5.0,lô 3 tầng 2 tttm d2 giảng võ quận ba đình hà nội,10:00,22:00,219.000đ - 300.000đ,8,0,4,1,3,sing-bbq-grill-hotpot
7.0,7.0,7.0,7.0,7.0,148 lò đúc quận hai bà trưng hà nội,07:30,22:00,15.000đ - 25.000đ,1,0,1,0,0,sinh-to-che-cac-loai-lo-duc
8.7,8.5,8.3,8.1,7.7,tầng 7 tòa nhà tid 4 liễu giai quận ba đình hà nội,06:30,23:00,30.000đ - 50.000đ,21,8,11,2,0,sky-coffee-lieu-giai
8.5,7.7,7.5,7.1,7.0,2b bà triệu quận hoàn kiếm hà nội,08:00,23:30,10.000đ - 60.000đ,28,4,20,3,1,smoothies-juices-ba-trieu
7.8,7.4,7.0,6.9,6.7,8b ngô quyền quận hoàn kiếm hà nội,09:00,23:59,25.000đ - 55.000đ,28,1,18,9,0,smoothies-juices-ngo-quyen
7.7,7.6,7.4,7.1,6.5,big c thăng long 222 trần duy hưng quận cầu giấy hà nội,07:00,23:00,30.000đ - 50.000đ,221,8,157,51,5,snow-island-coffee-big-c-thang-long
8.1,8.0,8.0,7.8,6.9,2b ngõ bảo khánh quận hoàn kiếm hà nội,08:30,21:30,40.000đ - 60.000đ,26,3,20,3,0,sogreen-cold-pressed-juice-ham-long
8.7,8.3,8.0,7.7,7.3,104 c5 ngõ 12 núi trúc quận ba đình hà nội,06:30,03:00,25.000đ - 150.000đ,3,0,3,0,0,son-beo-ngan-quay-bun-mien-ngan
